?,#,Sector,Category,Sector_s,Sub Sector,Name,Marketcap,Price,Volumn,Blockchain,Change 24h,Change 7d,
857,859,Cryptos,Tech,Software,,Xriba XRA,$881.56K,$0.01,"$3,146",Ethereum (ERC20),8.16%,-2.98%,
874,876,Cryptos,Tech,Software,,GoNetwork GOT,$794.37K,$0.01,"$229,932",Ethereum (ERC20),-3.06%,-12.21%,
878,880,Cryptos,Tech,Software,,DOS Network DOS,$776.1K,$0.01,"$339,894",Ethereum (ERC20),15.54%,-5.87%,
916,918,Cryptos,Tech,Software,,Scanetchain SWC,$643.07K,$0.00,"$164,237",Ethereum (ERC20),-6.64%,-30.03%,
920,922,Cryptos,Tech,Software,,HashNet BitEco HNB,$631.17K,$0.03,"$6,243",Ethereum (ERC20),3.22%,-36.81%,
927,929,Cryptos,Tech,Software,,Ethersocial ESN,$608.69K,$0.02,"$1,647",Own Blockchain,3.92%,-6.76%,
937,939,Cryptos,Tech,Software,,Mallcoin MLC,$559.38K,$0.00,"$18,460",Ethereum (ERC20),-33.29%,-23.69%,
944,946,Cryptos,Tech,Software,,Kuende KUE,$549.36K,$0.00,"$177,822",Ethereum (ERC20),-1.19%,-7.68%,
958,960,Cryptos,Tech,Software,,Origin Sport ORS,$482.05K,$0.01,"$2,002,963",Own Blockchain,0.46%,-19.26%,
961,963,Cryptos,Tech,Software,,KARMA KARMA,$473.95K,$0.00,"$3,798",EOS,-13.20%,-47.80%,
969,971,Cryptos,Tech,Software,,Giant GIC,$451.94K,$0.09,"$6,081",Own Blockchain,-12.94%,-49.09%,
971,973,Cryptos,Tech,Software,,MetaMorph METM,$448.67K,$0.00,"$34,213",Ethereum (ERC20),-9.64%,-21.46%,
973,975,Cryptos,Tech,Software,,PlatonCoin PLTC,$436.25K,$0.19,"$121,802",Ethereum (ERC20),-4.27%,-25.02%,
979,981,Cryptos,Tech,Software,,Bethereum BETHER,$431.19K,$0.00,"$18,040",Ethereum (ERC223),-0.59%,-9.70%,
995,997,Cryptos,Tech,Software,,BitScreener Token BITX,$387.49K,$0.00,"$21,391",Ethereum (ERC20),-1.30%,-11.66%,
1014,1016,Cryptos,Tech,Software,,Knoxstertoken FKX,$359.78K,$0.00,"$2,347",Ethereum (ERC20),-12.90%,-5.85%,
1063,1064,Cryptos,Tech,Software,,FSBT API Token FSBT,$219.63K,$0.06,"$20,583",Ethereum (ERC20),60.55%,-14.40%,
1068,1069,Cryptos,Tech,Software,,HyperQuant HQT,$208.49K,$0.00,"$715,882",Ethereum (ERC20),-10.83%,-22.90%,
1078,1080,Cryptos,Tech,Software,,Typerium TYPE,$193.8K,$0.00,"$43,272",Ethereum (ERC20),-3.06%,-8.40%,
1099,1102,Cryptos,Tech,Software,,Sparkpoint SRK,$159.08K,$0.00,"$23,898",Ethereum (ERC20),-19.10%,-17.97%,
1131,1134,Cryptos,Tech,Software,,empowr coin EMPR,$116.05K,$0.00,"$1,417",Ethereum (ERC20),128.96%,116.34%,
1135,1138,Cryptos,Tech,Software,,EurocoinToken ECTE,$104.74K,$0.08,"$31,834",Ethereum (ERC20),2.01%,-14.93%,
1143,1146,Cryptos,Tech,Software,,MESG MESG,$95.22K,$0.03,"$60,565",Ethereum (ERC20),-1.69%,21.48%,
1192,1195,Cryptos,Tech,Software,,EtherInc ETI,$42.06K,$0.00,"$14,978",Ethereum (ERC20),18.03%,-45.60%,
1202,1205,Cryptos,Tech,Software,,StellarPay XLB,$32.83K,$0.01,"$1,026",Stellar,9.75%,-13.09%,
1207,1210,Cryptos,Tech,Software,,Fivebalance FBN,$28.11K,$0.00,"$23,496",Ethereum (ERC20),4.17%,-36.38%,
1219,1222,Cryptos,Tech,Software,,VikkyToken VIKKY,$19.08K,$0.00,"$63,590",Ethereum (ERC20),21.95%,27.33%,
1226,1229,Cryptos,Tech,Software,,Bionic BNC,$13.11K,$0.00,"$21,015",Ethereum (ERC20),-0.40%,-51.41%,
1231,1234,Cryptos,Tech,Software,,SpectrumNetwork SPEC,$6.2K,$0.00,"$50,654",Ethereum (ERC20),-0.06%,95.38%,
1235,1239,Cryptos,Tech,Software,,IceChain ICHX,$3.34K,$0.00,"$9,304",Ethereum (ERC20),-21.13%,-85.66%,
1237,1241,Cryptos,Tech,Software,,Centrality CENNZ,$32.54M,$0.04,$47,Ethereum (ERC20),10.19%,-6.60%,
1246,1250,Cryptos,Tech,Software,,BitNewChain BTN,$6.36M,$0.04,$10,Own Blockchain,-19.08%,-27.97%,
1251,1255,Cryptos,Tech,Software,,Online OIO,$3.1M,$0.00,"$1,236",Ethereum (ERC20),-0.01%,-52.37%,
1277,1283,Cryptos,Tech,Software,,LikeCoin LIKE,$1.61M,$0.00,$61,Ethereum (ERC20),-6.23%,-1.73%,
1286,1291,Cryptos,Tech,Software,,Halo Platform HALO,$1.32M,$0.00,$263,Ethereum (ERC20),-4.55%,-21.79%,
1295,1300,Cryptos,Tech,Software,,Incodium INCO,$1.06M,$0.00,$46,Ethereum (ERC20),4.08%,12.57%,
1368,1373,Cryptos,Tech,Software,,Ethouse HORSE,$408.96K,$0.00,$0,Ethereum (ERC20),-0.46%,-3.36%,
1395,1401,Cryptos,Tech,Software,,Menlo One ONE,$316.58K,$0.00,$366,Ethereum (ERC20),43.58%,-47.97%,
1423,1430,Cryptos,Tech,Software,,Webchain WEB,$246.49K,$0.00,$308,Own Blockchain,-2.26%,-10.92%,
1426,1433,Cryptos,Tech,Software,,KanadeCoin KNDC,$243.24K,$0.00,$208,Ethereum (ERC20),354.19%,175.63%,
1491,1489,Cryptos,Tech,Software,,Naviaddress NAVI,$156.75K,$0.00,$28,Ethereum (ERC20),-10.50%,12.76%,
1530,1536,Cryptos,Tech,Software,,Vivid Coin VIVID,$105.33K,$0.02,$141,Own Blockchain,-0.71%,5.22%,
1533,1539,Cryptos,Tech,Software,,BlockMesh BMH,$101.92K,$0.00,$405,Own Blockchain,-2.22%,-20.32%,
1534,1540,Cryptos,Tech,Software,,JSEcoin JSE,$101.35K,$0.00,$64,Ethereum (ERC20),-6.26%,-32.58%,
1694,1702,Cryptos,Tech,Software,,Qurito QURO,$24.83K,$0.00,$12,Ethereum (ERC20),7.46%,-0.59%,
1715,1722,Cryptos,Tech,Software,,Masternet MASH,$19.69K,$0.00,$341,Ethereum (ERC20),19.31%,-30.19%,
1718,1725,Cryptos,Tech,Software,,BitCoin One BTCONE,$19.37K,$0.00,$35,Ethereum (ERC20),-13.02%,-11.29%,
1728,1735,Cryptos,Tech,Software,,CustomContractNetwork CCN,$17.83K,$0.00,$116,Ethereum (ERC20),-26.98%,33.34%,
1796,1802,Cryptos,Tech,Software,,CoinToGo 2GO,$5.69K,$0.00,$4,Own Blockchain,32.40%,27.32%,
1843,1851,Cryptos,Tech,Software,,Carry CRE,$0,$0.06,"$35,552,663",Ethereum (ERC20),-6.15%,43.20%,
1846,1854,Cryptos,Tech,Software,,Thunder Token TT,$0,$0.02,"$10,697,283",Own Blockchain,1.28%,-6.71%,
1850,1858,Cryptos,Tech,Software,,Blockcloud BLOC,$0,$0.02,"$6,041,554",Ethereum (ERC20),2.99%,-20.89%,
1853,1861,Cryptos,Tech,Software,,ShineChain SHE,$0,$0.00,"$5,136,055",Ethereum (ERC20),0.71%,-23.53%,
1857,1865,Cryptos,Tech,Software,,V-Dimension VOLLAR,$0,$4.06,"$3,440,129",Own Blockchain,-1.42%,14.21%,
1860,1868,Cryptos,Tech,Software,,WinToken WIN,$0,$0.00,"$3,114,811",Ethereum (ERC20),0.14%,-9.08%,
1861,1870,Cryptos,Tech,Software,,BUMO BU,$0,$0.03,"$2,997,308",Own Blockchain,2.67%,-11.81%,
1865,1872,Cryptos,Tech,Software,,DREP DREP,$0,$0.00,"$2,488,717",Ethereum (ERC20),2.45%,-21.44%,
1869,1880,Cryptos,Tech,Software,,Chromia CHR,$0,$0.08,"$1,755,168",Ethereum (ERC20),4.62%,-1.60%,
1874,1884,Cryptos,Tech,Software,,DUO Network Token DUO,$0,$0.24,"$1,456,416",Ethereum (ERC20),0.22%,-3.60%,
1875,1885,Cryptos,Tech,Software,,V Systems VSYS,$0,$0.12,"$1,430,395",Own Blockchain,0.45%,-7.07%,
1878,1888,Cryptos,Tech,Software,,Influence Chain INC,$0,$0.03,"$1,243,530",Ethereum (ERC20),15.63%,10.03%,
1890,1900,Cryptos,Tech,Software,,Trias TRY,$0,$0.01,"$822,173",Ethereum (ERC20),1%,2.97%,
1895,1907,Cryptos,Tech,Software,,ELA Coin ELAC,$0,$0.04,"$664,210",Ethereum (ERC20),4.33%,-16.89%,
1911,1923,Cryptos,Tech,Software,,Consentium CSM,$0,$0.56,"$389,784",Ethereum (ERC20),1.89%,-20.54%,
1913,1925,Cryptos,Tech,Software,,WHEN Token WHEN,$0,$0.03,"$372,832",Ethereum (ERC20),-5.64%,-4.96%,
1916,1928,Cryptos,Tech,Software,,BeeKan BKBT,$0,$0.00,"$340,183",Ethereum (ERC20),13.77%,-9.62%,
1923,1937,Cryptos,Tech,Software,,PalletOne PTN,$0,$0.01,"$254,117",Ethereum (ERC20),-0.46%,-11.61%,
1925,1938,Cryptos,Tech,Software,,YouLive Coin UC,$0,$0.00,"$245,874",Ethereum (ERC20),36.12%,23.54%,
1932,1946,Cryptos,Tech,Software,,W Green Pay WGP,$0,$0.14,"$207,396",Ethereum (ERC20),-3.37%,-11.99%,
1933,1945,Cryptos,Tech,Software,,WEBN token WEBN,$0,$0.00,"$207,326",Ethereum (ERC20),-9.96%,12.89%,
1938,1951,Cryptos,Tech,Software,,BQT BQTX,$0,$1.13,"$169,457",Ethereum (ERC20),1.36%,-15.36%,
1944,1958,Cryptos,Tech,Software,,bitCEO BCEO,$0,$0.18,"$138,264",Ethereum (ERC20),1.72%,-10.95%,
1953,1967,Cryptos,Tech,Software,,Boltt Coin BOLTT,$0,$3.27,"$99,719",Ethereum (ERC20),-1.27%,-20.33%,
1956,1969,Cryptos,Tech,Software,,Buddy BUD,$0,$0.00,"$92,223",Ethereum (ERC20),-9.96%,-28.41%,
1962,1976,Cryptos,Tech,Software,,Lucky Block Network LBN,$0,$0.02,"$80,264",Ethereum (ERC20),-0.39%,,
1963,1977,Cryptos,Tech,Software,,IOTW IOTW,$0,$0.01,"$78,958",Ethereum (ERC20),12.30%,15.81%,
1967,1981,Cryptos,Tech,Software,,VeriDocGlobal VDG,$0,$0.00,"$73,217",Ethereum (ERC20),-2.21%,-2.17%,
1968,1982,Cryptos,Tech,Software,,PATHHIVE PHV,$0,$0.02,"$72,268",Ethereum (ERC20),-6.78%,,
1973,1988,Cryptos,Tech,Software,,TouchCon TOC,$0,$0.01,"$62,684",Own Blockchain,21.31%,45.30%,
1978,1993,Cryptos,Tech,Software,,BORA BORA,$0,$0.06,"$57,742",Ethereum (ERC20),0.42%,3.33%,
1980,1995,Cryptos,Tech,Software,,Sparkle SPRKL,$0,$0.03,"$56,115",Ethereum (ERC20),-13.89%,-15.27%,
1989,2004,Cryptos,Tech,Software,,Usechain USE,$0,$0.00,"$42,631",Ethereum (ERC20),-1.11%,-13.24%,
1999,2015,Cryptos,Tech,Software,,Flexacoin FXC,$0,$0.00,"$31,505",Ethereum (ERC20),6.71%,13.41%,
2005,2022,Cryptos,Tech,Software,,Livepeer LPT,$0,$5.73,"$23,244",Ethereum (ERC20),3.99%,-9.52%,
2017,2035,Cryptos,Tech,Software,,Infinitus Token INF,$0,$0.74,"$18,444",Ethereum (ERC20),-7.31%,-4.37%,
2025,2045,Cryptos,Tech,Software,,ALLUVA ALV,$0,$0.01,"$12,878",Ethereum (ERC20),6.10%,-9.34%,
2035,2056,Cryptos,Tech,Software,,RoboCalls RC20,$0,$0.00,"$9,352",Ethereum (ERC20),4.06%,-6.91%,
2049,2070,Cryptos,Tech,Software,,Atomic Wallet Coin AWC,$0,$0.09,"$4,460",Ethereum (ERC20),-8.84%,-31.27%,
2051,2073,Cryptos,Tech,Software,,GNY GNY,$0,$0.16,"$3,578",Ethereum (ERC20),18.19%,-19.02%,
2058,2081,Cryptos,Tech,Software,,Safe SAFE,$0,$1.64,"$2,232",Own Blockchain,-1.44%,-15.48%,
2066,2089,Cryptos,Tech,Software,,StockChain SCC,$0,$0.00,"$1,249",Ethereum (ERC20),11.25%,-33.90%,
2076,2099,Cryptos,Tech,Software,,WIZBL WBL,$0,$0.00,$746,Own Blockchain,4.18%,-11.61%,
2078,2101,Cryptos,Tech,Software,,Netrum NTR,$0,$5.78,$632,Own Blockchain,0.26%,-27.88%,
2079,2102,Cryptos,Tech,Software,,TRUNK COIN TRO,$0,$0.02,$584,Own Blockchain,-19.36%,-84.87%,
2081,2104,Cryptos,Tech,Software,,Dexon DXN,$0,$0.06,$489,Own Blockchain,65.29%,-37.66%,
2109,2133,Cryptos,Tech,Software,,eosBLACK BLACK,$0,$0.00,$90,EOS,5.60%,-11.09%,
2132,2157,Cryptos,Tech,Software,,RRCoin RRC,$0,$0.00,$3,Ethereum (ERC20),-0.37%,165.80%,
2170,2195,Cryptos,Tech,Software,,FToken FT,$0,$0.19,$-----,Ethereum (ERC20),-0.65%,4.50%,
2175,2201,Cryptos,Tech,Software,,Ordocoin RDC,$0,$0.00,$0,Ethereum (ERC20),-0.69%,-11.78%,
2178,2204,Cryptos,Tech,Software,,Smart Application Chain SAC,$0,$0.04,$98,Ethereum (ERC20),-0.01%,-0.01%,
2195,2221,Cryptos,Tech,Software,,CONUN CON,$0,$0.02,$50,Ethereum (ERC20),-77.62%,-9.24%,
91,92,Cryptos,Monetary structures,stablecoin,gold,DigixDAO DGD,$63.66M,$31.83,"$1,888,744",Ethereum (ERC20),0.93%,-13.43%,
8,9,Cryptos,Monetary structures,Stablecoin,,Tether USDT,$3.21B,$1.00,"$18,118,800,890",Omni,0.21%,0.23%,
29,30,Cryptos,Monetary structures,Stablecoin,,USD Coin USDC,$336.89M,$1.00,"$82,675,999",Ethereum (ERC20),-0.25%,-0.18%,
36,37,Cryptos,Monetary structures,Stablecoin,,TrueUSD TUSD,$247.47M,$1.00,"$146,708,563",Ethereum (ERC20),-0.04%,-0.04%,
50,51,Cryptos,Monetary structures,Stablecoin,,Paxos Standard Token PAX,$166.47M,$0.99,"$178,513,827",Ethereum (ERC20),-0.08%,-0.80%,
80,81,Cryptos,Monetary structures,Stablecoin,,Dai DAI,$82.2M,$1.00,"$56,078,128",Ethereum (ERC20),-0.91%,0.18%,
138,139,Cryptos,Monetary structures,Stablecoin,,STASIS EURS EURS,$36.08M,$1.13,"$204,683",Ethereum (ERC20),0.01%,1.31%,
207,208,Cryptos,Monetary structures,Stablecoin,,Gemini Dollar GUSD,$20.55M,$1.00,"$36,144,890",Ethereum (ERC20),0.07%,0.12%,
331,332,Cryptos,Monetary structures,Stablecoin,,bitCNY BITCNY,$10.22M,$0.14,"$182,135,312",BitShares,0.58%,-0.38%,
359,360,Cryptos,Monetary structures,Stablecoin,,Steem Dollars SBD,$8.76M,$0.98,"$51,899",Own Blockchain,0.07%,-6%,
444,445,Cryptos,Monetary structures,Stablecoin,,StableUSD USDS,$5.88M,$1.00,"$417,055",Ethereum (ERC20),-0.20%,-0.33%,
529,531,Cryptos,Monetary structures,Stablecoin,,Digix Gold Token DGX,$4.24M,$42.24,"$19,598",Own Blockchain,1.75%,1.80%,
532,534,Cryptos,Monetary structures,Stablecoin,,bitUSD BITUSD,$4.17M,$1.02,"$28,560",BitShares,0.55%,0.83%,
600,602,Cryptos,Monetary structures,Stablecoin,,sUSD SUSD,$3.08M,$0.97,"$56,991",Ethereum (ERC20),2.10%,3.35%,
747,748,Cryptos,Monetary structures,Stablecoin,,1SG 1SG,$1.64M,$0.74,"$7,495,626",Ethereum (ERC20),0.66%,1.56%,
846,848,Cryptos,Monetary structures,Stablecoin,,NuBits USNBT,$945.1K,$0.09,"$18,991",Own Blockchain,-4%,12.21%,
1164,1167,Cryptos,Monetary structures,Stablecoin,,Constant CONST,$64.82K,$0.99,"$6,862",Ethereum (ERC20),-2.34%,-0.96%,
1289,1294,Cryptos,Monetary structures,Stablecoin,,X8X Token X8X,$1.23M,$0.02,"$1,121",Ethereum (ERC20),1.87%,8.81%,
1839,1846,Cryptos,Monetary structures,Stablecoin,,CK USD CKUSD,$0,$0.46,"$259,148,815",Own Blockchain,3.62%,-24.80%,
1919,1931,Cryptos,Monetary structures,Stablecoin,,USDCoin USC,$0,$1.00,"$308,404",Ethereum (ERC20),0.22%,0.25%,
1988,2003,Cryptos,Monetary structures,Stablecoin,,SDUSD SDUSD,$0,$0.95,"$42,785",NEO,-3.27%,-4.61%,
2108,2132,Cryptos,Monetary structures,Stablecoin,,QUSD QUSD,$0,$0.07,$114,Ethereum (ERC20),1.46%,-48.48%,
72,73,Cryptos,storage,storage,data storage,MaidSafeCoin MAID,$87.12M,$0.19,"$318,393",Omni,-6.57%,-21.26%,
89,90,Cryptos,storage,storage,data storage,Factom FCT,$67.69M,$7.03,"$188,815",Own Blockchain,0.37%,-16.04%,
394,395,Cryptos,storage,storage,data storage,CyberVein CVT,$7.51M,$0.01,"$101,520",Ethereum (ERC20),-4.05%,-10.60%,
430,431,Cryptos,storage,storage,data storage,Opacity OPQ,$6.31M,$0.05,"$108,777",Ethereum (ERC20),-19.40%,-37.12%,
525,526,Cryptos,storage,storage,data storage,Sinovate SIN,$4.28M,$0.01,"$144,250",Own Blockchain,3.74%,74.08%,
552,554,Cryptos,storage,storage,messaging,E-Currency Coin ECC,$3.85M,$0.00,"$1,282",Own Blockchain,-0.73%,-22.28%,
59,60,Cryptos,storage,Storage,DCS,Siacoin SC,$125.77M,$0.00,"$1,975,683",Own Blockchain,-0.81%,-14.24%,
71,72,Cryptos,storage,Storage,,GXChain GXC,$87.72M,$1.46,"$49,503,948",Own Blockchain,5.35%,28.09%,
132,133,Cryptos,storage,Storage,,Lambda LAMB,$37.72M,$0.08,"$26,957,759",Ethereum (ERC20),6.08%,14.33%,
147,148,Cryptos,storage,Storage,DCS,Storj STORJ,$34.29M,$0.25,"$4,074,334",Ethereum (ERC20),2.20%,-11.73%,
206,207,Cryptos,storage,Storage,,Scroll Token SCRL,$20.62M,$0.11,"$930,455",Ethereum (ERC20),1.42%,11.83%,
222,223,Cryptos,storage,Storage,,Ankr Network ANKR,$18.2M,$0.01,"$9,092,542",Ethereum (ERC20),6.37%,-0.42%,
274,275,Cryptos,storage,Storage,,Dropil DROP,$13.48M,$0.00,"$1,014,683",Own Blockchain,10.38%,-23.07%,
297,298,Cryptos,storage,Storage,web3,Bluzelle BLZ,$12.21M,$0.06,"$688,872",Ethereum (ERC20),3.52%,-6.95%,
455,456,Cryptos,storage,Storage,,Genaro Network GNX,$5.68M,$0.02,"$163,652",Ethereum (ERC20),9.37%,-9.74%,
537,539,Cryptos,storage,Storage,,Safe Haven SHA,$4.09M,$0.00,"$117,935",VeChainThor,0.82%,-11.97%,
550,552,Cryptos,storage,Storage,,DADI DADI,$3.87M,$0.05,"$257,287",Ethereum (ERC20),-12.25%,-16.79%,
554,556,Cryptos,storage,Storage,,0chain ZCN,$3.83M,$0.10,"$12,882",Own Blockchain,-8.33%,-22.09%,
570,572,Cryptos,storage,Storage,,Wowbit WWB,$3.61M,$0.01,"$617,461",NEO,7.85%,-13.55%,
823,825,Cryptos,storage,Storage,,Quadrant Protocol EQUAD,$1.11M,$0.00,"$294,009",Ethereum (ERC20),0.27%,-19.44%,
861,863,Cryptos,storage,Storage,,Sharder SS,$873.15K,$0.00,"$291,733",Ethereum (ERC20),-0.31%,-17.62%,
981,983,Cryptos,storage,Storage,,SiaCashCoin SCC,$423.28K,$0.00,"$92,138",Ethereum (ERC20),-1.01%,-17.09%,
1070,1071,Cryptos,storage,Storage,,Teloscoin TELOS,$207.74K,$0.00,"$5,169",Own Blockchain,-0.72%,-1.36%,
1157,1160,Cryptos,storage,Storage,,Couchain COU,$70.49K,$0.00,"$22,458",Ethereum (ERC20),0.86%,-2.14%,
1397,1404,Cryptos,storage,Storage,,Banyan Network BBN,$308.19K,$0.00,$375,Ethereum (ERC20),-8.52%,-35.67%,
1832,1840,Cryptos,storage,Storage,,SmartFox FOX,$0,$0.00,$1,Own Blockchain,-0.71%,-30.85%,
1849,1856,Cryptos,storage,Storage,DCS,Filecoin [Futures] FIL,$0,$5.01,"$6,588,042",Own Blockchain,2.33%,-11.75%,
788,789,Cryptos,supplychain & logistics,supplychain & logistics,supply chain,CargoX CXO,$1.35M,$0.01,"$19,466",Ethereum (ERC20),-1.06%,-11.40%,
242,243,Cryptos,supplychain & logistics,supplychain & logistics,anti-counterfeit,Tael WABI,$16.15M,$0.29,"$926,070",Ethereum (ERC20),-2.94%,-12.24%,
1416,1423,Cryptos,supplychain & logistics,supplychain & logistics,tracking,Devery EVE,$257.93K,$0.00,$57,Ethereum (ERC20),41.49%,51.54%,
78,79,Cryptos,supplychain & logistics,supplychain & logistics,,Waltonchain WTC,$82.67M,$1.98,"$5,826,827",Ethereum (ERC20),0.93%,-23.54%,
599,601,Cryptos,supplychain & logistics,supplychain & logistics,tracking,TE-FOOD TFD,$3.15M,$0.01,"$15,958",Ethereum (ERC20),-12.64%,-19.92%,
423,424,Cryptos,supplychain & logistics,supplychain & logistics,,OriginTrail TRAC,$6.51M,$0.02,"$10,776",Ethereum (ERC20),-6.11%,-17.57%,
435,436,Cryptos,supplychain & logistics,supplychain & logistics,healthcare,Ambrosus AMB,$6.13M,$0.04,"$436,183",Ethereum (ERC20),-1.93%,-10.99%,
478,479,Cryptos,supplychain & logistics,supplychain & logistics,food,HalalChain HLC,$5.14M,$0.01,"$40,349",QTUM,1.59%,-8.03%,
25,26,Cryptos,supplychain & logistics,supplychain & logistics,,VeChain VET,$425.65M,$0.01,"$23,193,981",Own Blockchain,0.71%,-2.68%,
695,696,Cryptos,entertainment,Ticketing,,Blockparty (BOXX Token) BOXX,$2.01M,$0.08,"$25,082",Ethereum (ERC20),-3.36%,-12.81%,
306,307,Cryptos,Transportation,Transportation,,Cube AUTO,$11.59M,$0.00,"$101,399",Ethereum (ERC20),-1.09%,-6.67%,
350,351,Cryptos,Transportation,Transportation,,ParkinGo GOT,$9.1M,$0.68,"$110,666",Ethereum (ERC20),-5.44%,-12.30%,
476,477,Cryptos,Transportation,Transportation,,AMO Coin AMO,$5.17M,$0.00,"$24,273",Ethereum (ERC20),-0.06%,-5.23%,
516,517,Cryptos,Transportation,Transportation,,Mass Vehicle Ledger MVL,$4.41M,$0.00,"$21,806",Ethereum (ERC20),0.41%,-8.50%,
601,603,Cryptos,Transportation,Transportation,,carVertical CV,$3.06M,$0.00,"$5,783",Ethereum (ERC20),2.24%,-13.07%,
672,673,Cryptos,Transportation,Transportation,,ShipChain SHIP,$2.24M,$0.01,"$2,247",Ethereum (ERC20),8.93%,6.91%,
793,794,Cryptos,Transportation,Transportation,,DAV Token DAV,$1.3M,$0.00,"$23,815",Ethereum (ERC20),63.32%,180.12%,
802,803,Cryptos,Transportation,Transportation,,Serve SERV,$1.24M,$0.03,"$626,710",Ethereum (ERC20),2.27%,16.47%,
980,982,Cryptos,Transportation,Transportation,,HBZ Coin HBZ,$428.49K,$0.00,"$67,114",Ethereum (ERC20),1.59%,-44.90%,
1013,1015,Cryptos,Transportation,Transportation,,CyClean CCL,$360.53K,$0.00,$965,Ethereum (ERC20),9.94%,94.73%,
1034,1036,Cryptos,Transportation,Transportation,,BoatPilot NAVY,$292.21K,$0.00,"$1,819",Ethereum (ERC20),-0.68%,-13.42%,
1069,1070,Cryptos,Transportation,Transportation,,BitNautic Token BTNT,$207.94K,$0.01,"$5,542",Ethereum (ERC20),-0.67%,-0.49%,
1088,1091,Cryptos,Transportation,Transportation,,Parkgene GENE,$178.95K,$0.00,"$23,555",Ethereum (ERC20),-1.07%,-16.77%,
1255,1259,Cryptos,Transportation,Transportation,,DACSEE DACS,$2.59M,$0.00,$1,Ethereum (ERC20),46.40%,-18.48%,
1315,1321,Cryptos,Transportation,Transportation,,DOVU DOV,$776.32K,$0.00,$201,Ethereum (ERC20),-3.63%,-18.11%,
1337,1343,Cryptos,Transportation,Transportation,,AVINOC AVINOC,$569.27K,$0.00,$6,Ethereum (ERC20),63.73%,-18.33%,
1946,1960,Cryptos,Transportation,Transportation,,Engine EGCC,$0,$0.00,"$129,956",Ethereum (ERC20),21.28%,8.05%,
1961,1973,Cryptos,Transportation,Transportation,,Volt ACDC,$0,$0.00,"$88,921",Ethereum (ERC20),5.09%,-11%,
1997,2013,Cryptos,Transportation,Transportation,,CarBlock CAR,$0,$0.00,"$32,252",Ethereum (ERC20),-1.04%,-1.51%,
2061,2084,Cryptos,Transportation,Transportation,,Carlive Chain IOV,$0,$0.00,"$1,742",Ethereum (ERC20),-2.27%,-19.99%,
228,229,Cryptos,Travel,Travel,,BTU Protocol BTU,$17.63M,$0.25,"$1,799",Ethereum (ERC20),1.52%,-5.46%,
290,291,Cryptos,Travel,Travel,,Tripio TRIO,$12.63M,$0.00,"$3,235,475",Ethereum (ERC20),5.30%,-11.15%,
349,350,Cryptos,Travel,Travel,,Aeron ARN,$9.14M,$0.47,"$2,384,688",Ethereum (ERC20),-0.94%,-18.45%,
379,380,Cryptos,Travel,Travel,,LockTrip LOC,$8.15M,$0.54,"$207,532",Ethereum (ERC20),2.10%,-2.09%,
445,446,Cryptos,Travel,Travel,,Travala AVA,$5.87M,$0.15,"$76,305",NEO,-2.45%,5.62%,
507,508,Cryptos,Travel,Travel,,QChi QCH,$4.57M,$0.14,"$226,755",Ethereum (ERC20),15%,66.89%,
761,762,Cryptos,Travel,Travel,,EBCoin EBC,$1.54M,$0.00,$623,Ethereum (ERC20),-5.23%,-21.75%,
790,791,Cryptos,Travel,Travel,,Quasarcoin QAC,$1.32M,$0.01,"$4,968",Own Blockchain,2.87%,-28.18%,
967,969,Cryptos,Travel,Travel,,Bee Token BEE,$461.54K,$0.00,"$17,107",Ethereum (ERC20),25.32%,13.84%,
1104,1107,Cryptos,Travel,Travel,,Emphy EPY,$154.15K,$0.02,$670,Ethereum (ERC20),3.40%,-0.90%,
1153,1156,Cryptos,Travel,Travel,,SkyHub Coin SHB,$78.76K,$0.21,"$3,178",Own Blockchain,-0.53%,-34.60%,
1266,1271,Cryptos,Travel,Travel,,Winding Tree LIF,$1.93M,$0.09,$50,Ethereum (ERC20),0.34%,-29.72%,
1379,1385,Cryptos,Travel,Travel,,TravelFlex TRF,$358.23K,$0.00,$24,Own Blockchain,-8.51%,-1.25%,
1682,1689,Cryptos,Travel,Travel,,EZOOW EZW,$27.93K,$0.00,$2,Ethereum (ERC20),0.01%,12.38%,
1684,1691,Cryptos,Travel,Travel,,Tourist Token TOTO,$27.3K,$0.00,$13,Ethereum (ERC20),49.41%,52.49%,
1696,1703,Cryptos,Travel,Travel,,TravelNote TVNT,$24.69K,$0.01,$0,Ethereum (ERC20),-1.01%,48.46%,
1907,1919,Cryptos,Travel,Travel,,Tratok TRAT,$0,$0.00,"$447,281",Ethereum (ERC20),0.03%,77.47%,
1995,2011,Cryptos,Travel,Travel,,Atlas Token ATLS,$0,$0.04,"$35,895",Ethereum (ERC20),-5.52%,-24.93%,
96,97,Cryptos,Tech,VR,,Decentraland MANA,$58.27M,$0.06,"$18,419,142",Ethereum (ERC20),8.32%,-8.67%,
574,576,Cryptos,Tech,VR,,MARK.SPACE MRK,$3.58M,$0.00,"$138,816",Ethereum (ERC20),-2.59%,-13.40%,
624,626,Cryptos,Tech,VR,,RevolutionVR RVR,$2.78M,$0.01,"$156,823",Own Blockchain,-5.79%,29.23%,
751,752,Cryptos,Tech,VR,,CEEK VR CEEK,$1.62M,$0.00,"$1,005",Ethereum (ERC20),1.47%,-16.59%,
